id,context,question,A,B,C,D,answer
205,"15.毒品
指中华人民共和国刑法规定的鸦片、海洛因、甲基苯丙胺（冰毒）、吗啡、大麻、
可卡因以及国家规定管制的其他能够使人形成瘾癖的麻醉药品和精神药品，但不
包括由医生开具并遵医嘱使用的用于治疗疾病但含有毒品成分的处方
药品。",根据中国刑法，哪些药品被定义为毒品？,根据中国刑法规定，鸦片、可卡因、大麻、可乐定等药品被定义为毒品。,根据中国刑法规定，鸦片、海洛因、甲基苯丙胺（冰毒）、吗啡、大麻、可卡因以及国家规定管制的其他能够使人形成瘾癖的麻醉药品和精神药品被定义为毒品。,根据中国刑法规定，鸦片、吗啡、可卡因、冰毒、海洛因、摇头丸等药品被定义为毒品。,根据中国刑法规定，鸦片、可卡因、海洛因、大麻等药品被定义为毒品，而吗啡和冰毒并不在其中。,
206,"第十三条
保险事故通知
您或受益人知道保险事故后应当在10日内通知我们。
如果您或受益人故意或者因重大过失未及时通知，致使保险事故的性质、原因、损失程度等难以确定的，
我们对无法确定的部分，不承担给付保险金的责任，但我们通过其他途径已经及时知道或者应当及时知道保
险事故发生或者虽未及时通知但不影响我们确定保险事故的性质、原因、损失程度的除外。",如果保险事故发生后，被保险人在15天之后才通知保险公司，会有什么结果？,保险公司会接受被保险人的通知并继续处理保险事故。,我们对无法确定的部分，不承担给付保险金的责任。,被保险人可以随时通知保险公司，没有时间限制。,保险公司将立即赔付全部保险金。,
207,"9.6
医院
指经中华人民共和国卫生部门评审确定的二级或二级以上的医院，但不包括精
神病院及专供康复、休养、戒毒、戒酒、护理、养老等非以直接诊治病人为目
的的医疗机构。该医院必须具有符合国家有关医院管理规则设置标准的医疗设
备，且全天二十四小时有合格医师及护士驻院提供医疗及护理服务。",二级以上的医院必须具备怎样的条件？,二级以上的医院必须具有符合国家有关医院管理规则设置标准的医疗设备，且全天二十四小时有合格医师及护士驻院提供医疗及护理服务。,二级以上的医院可以是精神病院或专供康复、休养、戒毒、戒酒、护理、养老等非以直接诊治病人为目的的医疗机构。,二级以上的医院必须具备科研实验室和药房。,二级以上的医院只需要在工作日提供医疗服务，周末可以休息。,
208,"一般医疗保险金、重大疾病医疗保险金责任范围内的医疗费用，按以下公式计算并给付医
疗保险金：
医疗保险金=（被保险人实际发生的、合理且必要的符合本主险合同保险责任范围内的医
疗费用总和-被保险人已从基本医疗保险、公费医疗、政府主办补充医疗和其他途径获得
医疗费用补偿金额总和-免赔额）×对应的给付比例。",如何计算并给付医疗保险金呢？,医疗保险金=被保险人实际发生的医疗费用总和×对应的给付比例。,医疗保险金=被保险人实际发生的、合理且必要的医疗费用总和×对应的给付比例。,医疗保险金=被保险人已获得的医疗费用补偿金额总和×对应的给付比例。,医疗保险金=（被保险人实际发生的、合理且必要的符合本主险合同保险责任范围内的医疗费用总和-被保险人已从基本医疗保险、公费医疗、政府主办补充医疗和其他途径获得医疗费用补偿金额总和-免赔额）×对应的给付比例。,
209,"1.3
合同成立与生效
您提出保险申请且我们同意承保，本合同成立。本合同成立日期在保险单上载明。
除另有约定外，自本合同成立、我们收取保险费并签发保险单的次日零时
起本合同生效。本合同生效日期在保险单上载明。
本合同生效日以后每年的生效对应日2是保单周年日，保单年度3、保险费约
定支付日4均以本合同生效日为准计算。除另有约定外，我们自本合同生效
之日零时起开始承担保险责任。",保险合同在何时生效？,保险合同在签发保险单并收取保险费的次日零时生效。,保险合同在投保人确认申请后的7个工作日内生效。,保险合同在申请保险时立即生效。,保险合同在保单上载明的日期生效。,
210,"1.左冠状动脉主干和右冠状动脉中，一支血管管腔堵塞75%以上，另一支血管管腔堵塞60%以上；
2.左前降支、左旋支和右冠状动脉中，至少一支血管官腔堵塞75%以上，
其他两支血管官腔堵塞60%以上。
左前降支的分支血管、左旋支的分支血管及右冠状动脉的分支血管的狭窄不作为本保障的衡量指标。",保险条款中规定，左冠状动脉主干和右冠状动脉一支血管管腔堵塞75%以上，另一支血管管腔堵塞60%以上，且左前降支、左旋支和右冠状动脉中至少一支血管官腔堵塞75%以上，其他两支血管官腔堵塞60%以上。请问，以下哪个情况符合以上保险条款的规定？,左前降支血管管腔堵塞70%，右冠状动脉血管管腔堵塞55%,左前降支血管管腔堵塞75%，右冠状动脉血管管腔堵塞50%,左前降支血管管腔堵塞80%，右冠状动脉血管管腔堵塞65%。,左前降支血管管腔堵塞80%，右冠状动脉血管管腔堵塞60%。佐证内容:。根据保险条款规定，左前降支血管管腔堵塞75%以上，并且右冠状动脉血管管腔堵塞60%以上是符合条件的。因此，正确答案中的左前降支血管管腔堵塞80%及右冠状动脉血管管腔堵塞65%符合保险条款的规定。,
211,"15.瘫痪
指因疾病或意外伤害导致两肢或两肢以上肢体随意运动功能永久完全丧失。肢
体随意运动功能永久完全丧失，指疾病确诊180天后或意外伤害发生180天后，
每肢三大关节中的两大关节仍然完全僵硬，或肢体肌力在2级（含）以下。",什么情况下可以被认定为瘫痪？,无论疾病确诊时间，只要肢体肌力在2级（含）以下，就可以被认定为瘫痪。,当疾病确诊180天后或意外伤害发生180天后，任意肢体部位出现任何程度的运动受限都可以被认定为瘫痪。,只有病因为意外伤害时，才能被认定为瘫痪，与疾病无关。,当疾病确诊180天后或意外伤害发生180天后，每肢三大关节中的两大关节仍然完全僵硬，或肢体肌力在2级（含）以下时，可以被认定为瘫痪。,
212,"33.坏死性筋膜炎
指肢体或躯干肌肉之浅或深筋膜受到感染，病情往往属暴发性并需要实时进行
手术及清创术阻止病情恶化。其诊断须满足下列全部条件：
（1）符合坏死性筋膜炎的典型临床表现；
（2）细菌学检查检出致病菌；
（3）出现广泛性肌肉及软组织坏死，并导致身体受影响部位完全失去功能超
过180天。",什么是坏死性筋膜炎的典型临床表现？,坏死性筋膜炎的典型临床表现是湿疹样皮疹在肢体或躯干上出现。,坏死性筋膜炎的典型临床表现是关节僵硬和活动受限。,坏死性筋膜炎的典型临床表现是肢体或躯干肌肉之浅或深筋膜受到感染，病情往往属暴发性并需要实时进行手术及清创术阻止病情恶化。,坏死性筋膜炎的典型临床表现是筋膜炎引起的肌肉疼痛。,
213,"2.2
未成年人身故保险金限制
为未成年人投保的人身保险，在被保险人成年之前，因被保险人身故给付
的保险金总和不得超过国务院保险监督管理机构规定的限额，身故给付的
保险金总和约定也不得超过前述限额。",未成年人身故保险金是否有限制？,未成年人身故保险金没有限制。,是的，根据保险条款，为未成年人投保的人身保险，在被保险人成年之前，因被保险人身故给付的保险金总和不得超过国务院保险监督管理机构规定的限额，身故给付的保险金总和约定也不得超过前述限额。,未成年人身故保险金的限制只适用于一部分人身保险产品。,为未成年人投保的人身保险，在被保险人成年之后，给付的保险金总和有限制。,
214,"5
冠状动脉介入手术
为了治疗明显的冠状动脉狭窄性疾病，首次实际实施了冠状动脉球囊扩张
成形术、冠状动脉支架植入术、冠状动脉粥肿斑块切除术或者激光冠状动
脉成形术。
和谐健康保险股份有限公司",冠状动脉介入手术主要包括哪些治疗方式？,冠状动脉介入手术主要包括肺动脉球囊扩张术、肺动脉支架植入术、肺动脉粥样硬化斑块切除术。,冠状动脉介入手术主要包括心脏搭桥手术、心脏移植手术、心脏射频消融手术。,冠状动脉介入手术主要包括胸腔镜手术、腹腔镜手术、腔镜胸腔镜联合手术。,冠状动脉介入手术主要包括冠状动脉球囊扩张成形术、冠状动脉支架植入术、冠状动脉粥肿斑块切除术或者激光冠状动脉成形术。,
215,"11.轻度面部烧伤
指面部烧伤达到下列程度之一，但未达到本合同所指中症疾病“中度面部烧伤”
的标准：
（1）面部Ⅲ度烧伤且烧伤面积达到面部表面积的1/3或全身体表面积的1%；
（2）面部Ⅱ度烧伤且面积达面部表面积的2/3或全身体表面积的2%。
体表面积根据《中国新九分法》计算，面部总面积为全身体表面积的3%。面部
面积不包括发部和颈部。",面部烧伤达到轻度面部烧伤的标准是什么？,面部烧伤达到轻度面部烧伤的标准是面部Ⅱ度烧伤且面积达面部表面积的2/3或全身体表面积的2%。,面部烧伤的程度与面部烧伤区域的面积无关，只与烧伤的深度有关。,面部烧伤达到轻度面部烧伤的标准是面部Ⅲ度烧伤且烧伤面积达到面部表面积的1/3或全身体表面积的1%。,只有面部Ⅱ度烧伤的病人可以被视为轻度面部烧伤。,
